¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
·sÀç°Ï,¤g¦a,¿³·~¬q181~210¦a¸¹,94.88,¦í,,,1060304,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3750000,39524,,0.0,0,,RPPNMLPLLHMFFAR09CA
ªF°Ï,¨®¦ì,»O«n¥«ªF°Ï¸Î¹A¸ô288«Ñ1~30¸¹,1.82,¦í,,,1060301,¤g¦a0«Øª«0¨®¦ì1,¦a¤U¤G¼h,¤Q¤G¼h,¨ä¥L,°±¨®ªÅ¶¡,¿ûµ¬²V¾®¤gºc³y,0800829,29.18,0,0,0,¦³,µL,450000,,©Y¹D¥­­±,29.18,450000,,RPVOMLLKMHMFFCD18CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ï½å«nµó61~90¸¹,66.0,¦í,,,1060201,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤gºc³y,0681002,191.16,4,2,3,¦³,µL,5000000,26156,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSNMLMKMHMFFCD87CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°ÏªL´Ë¸ô¤@¬q151~180¸¹,10.34,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤Q¤G¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0790926,74.22999999999999,1,1,1,¦³,¦³,2900000,39068,,0.0,0,,RPRNMLRKMHMFFCD28CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥««n°Ï¦èªù¸ô¤@¬q441«Ñ9§Ë1~30¸¹,52.5,¦í,,,1060201,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,0860430,153.01999999999998,5,2,4,¦³,µL,2500000,16338,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPWNMLTLLHMFFCD98CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°ÏªFªù¸ô¤@¬q271~300¸¹,2.52,¦í,,,1060201,¤g¦a2«Øª«1¨®¦ì0,¤K¼h,¤Q¤@¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤gºc³y,0800518,23.619999999999997,1,0,1,¦³,¦³,600000,25402,,0.0,0,,RPTOMLKMLHMFFCD97CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥««n°Ï¤j¦¨¸ô¤@¬q91~120¸¹,26.23,¦í,,,1060301,¤g¦a3«Øª«1¨®¦ì1,¥|¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,1051201,152.95,3,2,2,¦³,¦³,6900000,45113,©Y¹D¥­­±,25.33,0,"¥»¥ó¬°¹w°â«Î¶R½æ,§t¤@©Ð¥¼¹j¶¡",RPPPMLQJMHMFFCD08CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥««n°Ï¤j¦¨¸ô¤@¬q61~90¸¹,26.49,¦í,,,1060301,¤g¦a3«Øª«1¨®¦ì1,¥|¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,1051201,155.35000000000002,3,2,2,¦³,¦³,7000000,45060,©Y¹D¥­­±,25.33,0,"¥»¥ó¬°¹w°â«Î¶R½æ,§t¤@¤á¥¼¹j¶¡",RPQPMLQJMHMFFCD18CA
«n°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥««n°Ï¤j¦¨¸ô¤@¬q61~90¸¹,26.49,¦í,,,1060301,¤g¦a3«Øª«1¨®¦ì1,¥|¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤gºc³y,1051201,155.35000000000002,3,2,2,¦³,¦³,7150000,46025,©Y¹D¥­­±,25.33,0,"¥»¥ó¬°¹w°â«Î¶R½æ,§t¤@¤á¥¼¹j¶¡",RPOOMLRJMHMFFCD97CA
¤¤¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤¤¦è°Ï©¾¸q¸ô¤G¬q158«Ñ61~90¸¹,20.86,°Ó,,,1060306,¤g¦a7«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0720602,82.87,3,2,2,¦³,µL,1480000,17859,,0.0,0,,RPSNMLLLLHMFFAD57CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w¥­°Ï¼y¥­¸ô181~210¸¹,3.09,°Ó,,,1060310,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤Q¤T¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841024,36.04,1,1,1,¦³,¦³,1230000,34129,,0.0,0,,RPRNMLMLLHMFFAD57CA
¤¤¦è°Ï,¤g¦a,³»¬ü¬q991~1020¦a¸¹,8.8,¦í,,,1060302,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,910000,103409,,0.0,0,,RPTNMLMLLHMFFAD77CA
¥_°Ï,¤g¦a,¤j¿³¬q2011~2040¦a¸¹,133.92,¦í,,,1060301,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8389999,62649,,0.0,0,,RPVOMLNLLHMFFAD18CA
¤¤¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤¤¦è°Ï¨ª´Oµó31~60¸¹,2.85,°Ó,,,1060310,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤C¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0781223,20.49,1,1,1,¦³,¦³,300000,14641,,0.0,0,,RPVNMLNLLHMFFAD08CA
¤¤¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤¤¦è°Ï¥ÁÅv¸ô¤@¬q151~180¸¹,6.77,°Ó,,,1060302,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤E¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0691125,44.75,1,1,1,¦³,¦³,580000,12961,,0.0,0,,RPPNMLNLLHMFFAD47CA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¦w¥­°Ï¨|¥­¸ô61~90¸¹,19.68,¦í,,,1060216,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1021225,161.34,2,2,2,¦³,¦³,7880000,50915,©Y¹D¥­­±,30.14,1200000,¦¹©Ð¦a¥æ©öÁ`»ù¤º§t¸ËæC´Ú¡C,RPPPMLMLLHMFFAD57CA
¤¤¦è°Ï,¤g¦a,©²«e¬q1081~1110¦a¸¹,8.21,°Ó,,,1060310,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1750000,213155,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPPNMLRLLHMFFAD87CA
¤¤¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤¤¦è°Ï¤T¥Á¨½©¾¸q¸ô¤G¬q158«Ñ20§Ë1~30¸¹,63.2,°Ó,,,1060213,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤@¼h,³z¤Ñ­í,¦í®a¥Î,¿j³y,,24.93,2,2,1,¦³,µL,3200000,128359,,0.0,0,,RPUNMLSLLHMFFAD48CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥_°Ï¥¿Ä±¨½¥¿Ä±µó102«Ñ40§Ë61~90¸¹,50.31,¦í,,,1060220,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0790502,69.23,4,1,2,¦³,µL,3600000,52001,,0.0,0,,RPXNMLTLLHMFFAD88CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥_°Ï¦èªù¸ô¥|¬q572«Ñ1~30¸¹,85.0,¦í,,,1060219,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0670309,110.1,4,2,2,¦³,µL,5300000,48138,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPUPMLQJMHMFFAD38CA
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥_°Ï¤¤µØ¥_¸ô¤@¬q105«Ñ1~30¸¹,98.04,¦í,,,1060104,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980319,219.99,5,2,4,¦³,µL,13000000,59094,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C¶R¨ü¤H¬°2¦ì,RPUNMLPJMHMFFAD08CA
¤¤¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¤¤¦è°Ï¦è½å¤@µó230«Ñ1~30¸¹,27.52,¦í,,,1060227,¤g¦a1«Øª«1¨®¦ì1,¤@¼h,¤E¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0800627,181.27,4,2,2,¦³,¦³,5880000,32438,©Y¹D¥­­±,0.0,800000,§t¼W«Ø©Î¥¼µn°O«Øª«,RPVNMLPJMHMFFAD18CA
¤¤¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¤¤¦è°Ï¤¤µØ¦è¸ô¤G¬q691~720¸¹,30.76,¦í,,,1060119,¤g¦a1«Øª«1¨®¦ì1,¤@¼h¡A¤G¼h,¤Q¤K¼h,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1051026,250.78000000000003,0,0,0,µL,¦³,24000000,95701,©Y¹D¥­­±,0.0,0,,RPXNMLPJMHMFFAD38CA
¤¤¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤¤¦è°ÏÀôªeµó61~90¸¹,3.3,°Ó,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,¤E¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0800209,26.58,1,1,1,¦³,µL,680000,25583,,0.0,0,,RPWNMLKKMHMFFAD87CA
¦w¥­°Ï,¨®¦ì,»O«n¥«¦w¥­°Ï¥ÃµØ¤Kµó193«Ñ1~30¸¹,0.19,¦í,,,1060307,¤g¦a0«Øª«0¨®¦ì1,¤@¼h¡A¦a¤U¼h,¤»¼h,¨ä¥L,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0811222,14.98,0,0,0,¦³,µL,200000,,©Y¹D¥­­±,0.0,200000,,RPOQMLKKMHMFFAD37CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï·s¥Áµó47«Ñ1~30¸¹,5.22,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤E¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0821230,36.75,0,0,0,µL,¦³,1000000,27211,,0.0,0,,RPTNMLKLLHMFFHR07CA
¥É¤«°Ï,¤g¦a,¤T©M¬q391~420¦a¸¹,499.27,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1050222,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,453750,909,,0.0,0,,RPPNMLLKMHMFFGR66CA
¥É¤«°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥É¤«°Ï¤¯·Rµó361~390¸¹,75.99,¦í,,,1060215,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0740514,103.76,3,2,3,¦³,µL,3780000,36430,,0.0,0,,RPQNMLOKMHMFFGR07CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï¤¤µØ¸ô451~480¸¹,101.31,¦í,,,1060214,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡A¥|¼h¡AÃM¼Ó,¥|¼h,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0780105,292.27,3,3,4,¦³,µL,19500000,66719,,0.0,0,,RPVOMLLLLHMFFHR47CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï¤¤¤s«n¸ô61~90¸¹,27.26,¦í,,,1060224,¤g¦a2«Øª«1¨®¦ì0,¥|¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0710222,107.17,4,2,1,¦³,µL,1950000,18195,,0.0,0,,RPWOMLLLLHMFFHR57CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï¦è¶Õ¨½´I±j¸ô¤@¬q2«Ñ31§Ë1~30¸¹,17.51,¦í,,,1060221,¤g¦a2«Øª«1¨®¦ì0,¥|¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820812,98.94,3,1,2,¦³,¦³,2300000,23246,,0.0,0,,RPPPMLLLLHMFFHR96CA
¥Ã±d°Ï,¤g¦a,ÆQ¦è¬q781~810¦a¸¹,1877.07,¤u,,,1051228,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,73814000,39324,,0.0,0,,RPROMLMLLHMFFHR17CA
¥Ã±d°Ï,¤g¦a,¦è¶Õ¬q1351~1380¦a¸¹,222.0,¦í,,,1060208,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,11244100,50649,,0.0,0,"Åv§Q¤H¦@4¦ì¤@¤p³¡¤À­±¿n¬°­pµe¹D¸ô¥Î¦a©|¥¼¤À³Î¦Lªáµ|,¤g¦a¼W­Èµ|¥Ñ¶R¤è­t¾á",RPUNMLOLLHMFFHR57CA
¤¯¼w°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤¯¼w°Ï¤W±[¨½¤W±[¤@µó62«Ñ31~60¸¹,75.47,¦í,,,1060218,¤g¦a3«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1050718,166.4,4,2,3,¦³,µL,7980000,47957,,0.0,0,,RPOOMLMKMHMFFFR66CA
Âk¤¯°Ï,¤g¦a,Âk¤¯«n¬q1021~1050¦a¸¹,1912.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060218,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,9560000,5000,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPVOMLKKMHMFFFR17CA
¤¯¼w°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤¯¼w°Ï¤¯¼w¨½¤¤¤s¸ô875«Ñ76§Ë1~30¸¹,110.46,¦í,,,1060301,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1030417,222.73,4,2,4,¦³,µL,11750000,52754,,0.0,0,,RPWOMLKKMHMFFFR27CA
Âk¤¯°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«Âk¤¯°Ï¤å¤Æ¨½¤j¼w¸ô241~270¸¹,19.66,¦í,,,1060220,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850621,147.44,3,2,2,¦³,¦³,2400000,16278,©Y¹D¥­­±,0.0,0,,RPVNMLOLLHMFFFR47CA
¤¯¼w°Ï,¤g¦a,«á¾À¬q331~360¦a¸¹,15.67,¨ä¥L,,,1051230,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,69630,4444,,0.0,0,,RPPNMLLMLHMFFFR66CA
ªF°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«ªF°Ï¸Î¹A¸ô691~720¸¹,79.0,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤gºc³y,0690820,218.87,5,3,4,¦³,µL,15500000,70818,,0.0,0,,RPWNMLLLLHMFFCD28DA
¦w¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¦w¥­°Ï«Ø¥­¤@µó181~210¸¹,91.0,¦í,,,1060215,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0870610,252.75,4,3,6,¦³,µL,13000000,51434,,0.0,0,,RPUOMLSLLHMFFAD68DA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï³Ó§Q¨½³Ó§Qµó197«Ñ8§Ë1~30¸¹,7.02,¦í,,,1060225,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,¤»¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0790619,38.32,1,0,1,¦³,¦³,1120000,29228,,0.0,0,,RPSPMLKKMHMFFHR17CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï¤¤¥¿¥_¸ô19«Ñ1~30¸¹,10.49,¦í,,,1060303,¤g¦a1«Øª«1¨®¦ì0,¤Q¤G¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830922,97.53,3,2,2,¦³,¦³,2700000,27684,,0.0,0,,RPQNMLSKMHMFFHR57CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï¤¤¥¿¸ô256«Ñ1~30¸¹,17.52,¦í,,,1060214,¤g¦a1«Øª«1¨®¦ì0,¤Q¤G¼h,¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820824,101.42,3,2,2,¦³,¦³,2850000,28101,,0.0,0,,RPWNMLRKMHMFFHR08CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¥Ã±d°Ï¤¤µØ¸ô10«Ñ1~30¸¹,19.53,¦í,,,1060220,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0790508,137.06,3,2,2,¦³,¦³,4200000,30644,©Y¹D¾÷±ñ,0.0,0,,RPPPMLLMLHMFFHR07CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°Ï´_µØ¨½´_µØ¤Kµó47«Ñ31~60¸¹,8.44,¦í,,,1060123,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤Q¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850426,62.349999999999994,2,1,1,¦³,¦³,2330000,37370,,0.0,0,,RPRPMLLMLHMFFHR27CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¥Ã±d°Ï¦¨¥\¨½¤¤µØ¸ô1~30¸¹,21.35,¦í,,,1060109,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤Q¤K¼h,¿ì¤½°Ó·~¤j¼Ó,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0800812,257.85,0,0,0,µL,¦³,9360000,36300,©Y¹D¥­­±,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSPMLLMLHMFFHR37CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¥Ã±d°ÏªF¾ô¤­¸ô91~120¸¹,9.68,°Ó,,,1060210,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤G¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1051026,93.50999999999999,3,1,1,¦³,¦³,4980000,53256,,0.0,0,,RPXPMLTLLHMFFHR58CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¥Ã±d°ÏªF¾ô¤­¸ô91~120¸¹,9.68,°Ó,,,1060210,¤g¦a1«Øª«1¨®¦ì1,¤Q¤C¼h,¤G¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1051026,93.50999999999999,3,1,1,¦³,¦³,6200000,66303,©Y¹D¥­­±,0.0,0,,RPRPMLTLLHMFFHR97CA
¥Ã±d°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O«n¥«¥Ã±d°ÏªF¾ô¤­¸ô91~120¸¹,20.63,°Ó,,,1060213,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤G¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1051026,181.1,4,2,2,¦³,¦³,9880000,54555,©Y¹D¥­­±,0.0,0,,RPSPMLTLLHMFFHR08CA
¨Î¨½°Ï,¤g¦a,´äáY¬q31~60¦a¸¹,1100.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060216,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1650000,1500,,0.0,0,,RPVNMLMLLHMFFDR07CA
±N­x°Ï,¤g¦a,©¾¿³¬q361~390¦a¸¹,1068.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060313,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1100000,1030,,0.0,0,,RPRNMLLLLHMFFDR56CA
¤UÀç°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¤UÀç°Ï¶P«Ø¨½11¾F¤õ¿N¯]31~60¸¹,1369.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060307,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,¤@¼h,¹AªÙ,¹AªÙ,¿j³y,0880930,265.66,4,1,3,¦³,µL,3000000,,,0.0,0,,RPTNMLKKNHMFFCR66CA
¨Î¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O«n¥«¨Î¨½°Ï¨Î¤Æ¨½6¾F¨Î¨½¿³31~60¸¹,85.18,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060218,¤g¦a3«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0870603,185.19,4,2,3,¦³,µL,2600000,14040,,0.0,0,,RPPOMLOLLHMFFDR76CA
©x¥Ð°Ï,¤g¦a,«nú@¬q91~120¦a¸¹,214.3,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060221,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,225015,1050,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPPNMLTJMHMFFCR96CA
¤UÀç°Ï,¤g¦a,³Â¨§¼d¬q871~900¦a¸¹,3443.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060310,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3787300,1100,,0.0,0,,RPPNMLLLLHMFFCR88CA
¤UÀç°Ï,¤g¦a,³Â¨§¼d¬q271~300¦a¸¹,177.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060207,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,940000,5311,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQNMLLLLHMFFCR98CA
¤UÀç°Ï,¤g¦a,¤j¤Ù¼d¬q511~540¦a¸¹,64.2,,¶m§ø°Ï,¥æ³q¥Î¦a,1060309,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,194200,3025,,0.0,0,¶R¤è­t¾á¼W­Èµ|¤Î²£Åv²¾Âàµ¥©Ò»Ý¶O¥Î,RPWNMLKLLHMFFCR86CA
