╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
н√кL┬э,й╨жa(дgжa+л╪кл),╣№д╞┐дн√кLел╖╛иmдG╡є1~30╕╣,140.84,жэ,,,1060220,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040520,262.08,5,3,6,ж│,╡L,17680000,67460,,0.0,0,,RPWNMLMLLHMFFDN76CA
дGкL┬э,дgжa,√[·{мq151~180жa╕╣,1952.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060123,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3000000,1537,,0.0,0,,RPPNMLMLLHMFFGN09DA
║╓┐│╢m,й╨жa(дgжa+л╪кл),╣№д╞┐д║╓┐│╢mкuо№╕Їд@мq25л╤1з╦1~30╕╣,82.73,,пSйw▒Mе╬░╧,пSйwе╪к║и╞╖~е╬жa,1060313,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,░ъе┴жэжv,е[▒j┐j│y,0701110,92.98,3,2,2,ж│,╡L,1360000,14627,,0.0,0,,RPPNMLMLLHMFFCN68DA
│└┤ф┬э,дgжa,╢╢┐│мq211~240жa╕╣,31.23,жэ,,,1051205,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,576600,18463,,0.0,0,,RPRNMLLKMHMFFCN78DA
╖╦┤Є┬э,й╨жa(дgжa+л╪кл),╣№д╞┐д╖╦┤Є┬эд╙ен╡є181~210╕╣,75.0,жэ,,,1060223,дgжa1л╪кл1иожь0,е■,дн╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0840124,214.25,3,2,2,ж│,╡L,8600000,40140,,0.0,0,,RPTNMLTLLHMFFHN57CA
оH╞Q╢m,дgжa,йMенмq1981~2010жa╕╣,376.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060215,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7961800,21175,,0.0,0,,RPPNMLKMLHMFFHN98CA
оH╞Q╢m,дgжa,йMенмq1981~2010жa╕╣,3.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060224,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,63500,21167,,0.0,0,,RPQNMLKMLHMFFHN09CA
оHд▀╢m,дgжa,дп╡╪мq871~900жa╕╣,138.74,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060301,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2518200,18150,,0.0,0,,RPPNMLPLLHMFFHN76CA
╖╦┤Є┬э,й╨жa(дgжa+л╪кл),╣№д╞┐д╖╦┤Є┬э┼уе·╕Ї151~180╕╣,84.0,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060223,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050317,176.12,4,3,3,ж│,╡L,6250000,35487,,0.0,0,,RPQNMLPLLHMFFHN86CA
оHд▀╢m,дgжa,╕qе┴мq1~30жa╕╣,86.0,,пSйw╣A╖~░╧,дЇзQе╬жa,1060221,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,310000,3605,,0.0,0,жV╣Aе╨дЇзQ╖|й╙┴╩дзо╫еєбC,RPVNMLSLLHMFFHN67CA
оHд▀╢m,дgжa,╖sлnмq631~660жa╕╣,844.76,,пSйw╣A╖~░╧,╣Aкке╬жa,1060303,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2800000,3315,,0.0,0,,RPQOMLNLLHMFFHN76CA
оH╞Q╢m,дgжa,дTм┘мq541~570жa╕╣,100.75,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060307,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3350000,33251,,0.0,0,,RPPNMLKLLHMFFHN88CA
оH╞Q╢m,л╪кл,╣№д╞┐доH╞Q╢mжnкў╕Ї1~30╕╣,0.0,,,,1060307,дgжa0л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1050909,158.27,3,2,2,ж│,╡L,3000000,18955,,0.0,0,,RPQNMLKLLHMFFHN98CA
дGкL┬э,дgжa,лїдlмq241~270жa╕╣,3005.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060301,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6190300,2060,,0.0,0,,RPRNMLPLLHMFFGN86CA
дjл░╢m,дgжa,е├е·мq871~900жa╕╣,2833.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060301,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2124750,750,,0.0,0,,RPSNMLKLLHMFFGN09CA
дjл░╢m,дgжa,е├е·мq1591~1620жa╕╣,2220.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060301,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2353200,1060,,0.0,0,,RPTNMLKLLHMFFGN56CA
к└└Y╢m,й╨жa(дgжa+л╪кл),╣№д╞┐дк└└Y╢mкQ╢о╕Ї121~150╕╣,609.85,,пSйw╣A╖~░╧,╣Aкке╬жa,1060224,дgжa1л╪кл1иожь0,д@╝h,д@╝h,╣Aк┘,╣Aк┘,┐√│y,1030117,37.6,0,0,0,╡L,╡L,4590000,,,0.0,0,,RPTNMLLKMHMFFEN09CA
к└└Y╢m,дgжa,к└е█мq181~210жa╕╣,9239.84,,пSйw╣A╖~░╧,╣Aкке╬жa,1051221,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,36309000,3930,,0.0,0,,RPUNMLNKMHMFFEN76CA
дGдЇ╢m,й╨жa(дgжa+л╪кл),╣№д╞┐ддGдЇ╢mе·дх╕Ї31~60╕╣,111.26,░╙,,,1060222,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,е[▒j┐j│y,0691226,252.0,6,2,3,ж│,╡L,9900000,39286,,0.0,0,,RPVNMLPJMHMFFEN96CA
е_дц┬э,й╨жa(дgжa+л╪кл),╣№д╞┐де_дц┬э┤_┐│╕Ї862л╤59з╦1~30╕╣,99.47,жэ,,,1060204,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэжv,┐√╡м▓V╛одg│y,1041020,167.18,4,3,3,ж│,╡L,6920000,41393,,0.0,0,,RPPNMLLLLHMFFFN78CA
░ё└Y╢m,дgжa,енньмq181~210жa╕╣,1253.95,жэ,,,1060306,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,24702812,19700,,0.0,0,,RPQOMLMKMHMFFFN09CA
░ё└Y╢m,дgжa,енньмq181~210жa╕╣,1070.52,жэ,,,1060306,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,21089244,19700,,0.0,0,,RPROMLMKMHMFFFN56CA
░ё└Y╢m,дgжa,енньмq181~210жa╕╣,371.48,жэ,,,1060306,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4606352,12400,,0.0,0,,RPSOMLMKMHMFFFN66CA
░ё└Y╢m,дgжa,енньмq211~240жa╕╣,334.92,жэ,,,1060306,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4153008,12400,,0.0,0,,RPTOMLMKMHMFFFN76CA
░ё└Y╢m,дgжa,енньмq211~240жa╕╣,24.98,жэ,,,1060306,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,309752,12400,,0.0,0,,RPUOMLMKMHMFFFN86CA
╖╦ж{╢m,дgжa,дUдЇоHмq781~810жa╕╣,1455.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060207,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1605000,1103,,0.0,0,,RPVNMLOLLHMFFFN07CA
░ё└Y╢m,дgжa,оHкFмq211~240жa╕╣,2443.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060210,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7000000,2865,,0.0,0,,RPSNMLSLLHMFFFN17CA
е_дц┬э,дgжa,дjжwмq1321~1350жa╕╣,189.0,жэ,,,1060308,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,8550000,45238,,0.0,0,,RPPNMLPJMHMFFFN09CA
дGкL┬э,дgжa,лїдlмq241~270жa╕╣,3005.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060301,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6190300,2060,,0.0,0,,RPSNMLPLLHMFFGN96CA
дGкL┬э,дgжa,╡╪▒[мq31~60жa╕╣,56.38,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060214,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1660000,29443,,0.0,0,,RPQNMLPLLHMFFGN76CA
дGкL┬э,дgжa,дVдKдцмq331~360жa╕╣,184.8,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060213,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,336000,1818,,0.0,0,дgжa╝Wн╚╡|56285нье╤╢Rдшнt╛с,RPRNMLMLLHMFFGN56CA
дGкL┬э,й╨жa(дgжa+л╪кл),╣№д╞┐ддGкL┬э║╓╝w╡є8л╤1~30╕╣,23.26,жэ,,,1060220,дgжa1л╪кл1иожь0,дT╝h,дK╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840526,130.32,3,2,2,ж│,╡L,2800000,21486,,0.0,0,,RPQNMLTLLHMFFGN17CA
к┌нb╢m,дgжa,пє┤Ємq1~30жa╕╣,2547.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1060216,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3030930,1190,,0.0,0,,RPQNMLRKMHMFFGN96CA
╖╦┤Є┬э,дgжa,┼уе·мq121~150жa╕╣,3170.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060224,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,8600000,2713,,0.0,0,,RPTNMLNLLHMFFHN96CA
╖╦┤Є┬э,дgжa,кe┐│мq61~90жa╕╣,978.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060225,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3300000,3374,,0.0,0,,RPRNMLTLLHMFFHN37CA
н√кL┬э,й╨жa(дgжa+л╪кл),╣№д╞┐дн√кLел▒°йMд╗╡є28л╤1~30╕╣,87.52,жэ,,,1060213,дgжa4л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1051005,224.87,4,3,4,ж│,╡L,12300000,54698,,0.0,0,,RPVNMLKMLHMFFDN66DA
╣№д╞ел,й╨жa(дgжa+л╪кл),╣№д╞┐д╣№д╞ел╡╪╢зи╜лn│в╕Їд@мq331~360╕╣,96.0,жэ,,,1060207,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0721221,174.97,3,2,3,ж│,╡L,5200000,29719,,0.0,0,,RPPOMLKLLHMFFAN38DA
╖╦ж{╢m,дgжa,║ё╡лмq1051~1080жa╕╣,1258.06,,д@пы╣A╖~░╧,╣Aкке╬жa,1060313,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2700000,2146,,0.0,0,,RPRNMLKKMHMFFFN98DA
╖╦ж{╢m,дgжa,мa╢щмq391~420жa╕╣,1080.46,,пSйw╣A╖~░╧,╣Aкке╬жa,1060313,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1500000,1388,,0.0,0,,RPSNMLKKMHMFFFN09DA
е╨з└╢m,дgжa,╝y┬╫мq661~690жa╕╣,3299.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1051229,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,10200000,3092,,0.0,0,,RPPNMLMLLHMFFFN98DA
дGдЇ╢m,дgжa,╖sдQднмq1621~1650жa╕╣,435.74,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060222,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1687040,3872,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбCе╝йwиpл┤бA╜цдш4дH,RPSNMLOLLHMFFEN76DA
дGдЇ╢m,дgжa,╖sдQднмq1621~1650жa╕╣,871.47,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060222,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3374000,3872,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбCе╝йwиpл┤,RPTNMLOLLHMFFEN86DA
н√кL┬э,й╨жa(дgжa+л╪кл),╣№д╞┐дн√кLелдде┐и╜и|н^╕Ї1~30╕╣,23.27,░╙,,,1060218,дgжa1л╪кл1иожь0,дQдT╝h,дQд╗╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840821,180.42,4,2,2,ж│,ж│,5600000,31039,,0.0,0,,RPUNMLOLLHMFFDN76CA
н√кL┬э,дgжa,кFе_мq601~630жa╕╣,488.24,,пSйw╣A╖~░╧,╣Aкке╬жa,1060125,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4000000,8193,,0.0,0,,RPROMLSLLHMFFDN96CA
│└┤ф┬э,й╨жa(дgжa+л╪кл),╣№д╞┐д│└┤ф┬эе├║╓╕Ї83л╤31~60╕╣,86.0,жэ,,,1060216,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0850502,186.44,6,2,3,ж│,╡L,6400000,34327,,0.0,0,,RPPNMLSJMHMFFCN09CA
│└┤ф┬э,дgжa,╖sоcмq781~810жa╕╣,160.37,╣A,,,1060216,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6887000,42944,,0.0,0,,RPTNMLOLLHMFFCN56CA
│└┤ф┬э,дgжa,╖sоcмq811~840жa╕╣,560.3,╣A,,,1060216,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,24069000,42957,,0.0,0,,RPVNMLOLLHMFFCN76CA
дjз°╢m,й╨жa(дgжa+л╪кл),╣№д╞┐ддjз°╢mдs╕}╕Ї151~180╕╣,103.93,,д@пы╣A╖~░╧,е╥║╪л╪┐vе╬жa,1060213,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0820416,141.03,4,2,3,ж│,╡L,3980000,28221,,0.0,0,,RPRNMLPJMHMFFDN09CA
н√кL┬э,й╨жa(дgжa+л╪кл)+иожь,╣№д╞┐дн√кLеллnендT╡є1~30╕╣,22.36,жэ,,,1060222,дgжa1л╪кл1иожь1,дн╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0830201,130.66,3,2,2,ж│,ж│,5180000,39645,йY╣Dенн▒,0.0,0,,RPPNMLQKMHMFFDN09CA
н√кL┬э,дgжa,╛Ї╖Rмq241~270жa╕╣,365.98,,пSйw╣A╖~░╧,╣Aкке╬жa,1060118,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7500000,20493,,0.0,0,,RPRNMLOLMHMFFDN56CA
к└└Y╢m,дgжa,дым▄мq601~630жa╕╣,40.0,,,,1060306,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,100000,2500,,0.0,0,,RPQNMLLLLHMFFEN78CA
к└└Y╢m,дgжa,╖sдs▓Mмq571~600жa╕╣,3472.48,,пSйw╣A╖~░╧,╣Aкке╬жa,1060219,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,10000000,2880,,0.0,0,мгдUн√╗P▓╜к┴д╜╖~╢бдзецйЎ,RPRNMLLLLHMFFEN88CA
е╨дд┬э,дgжa,дд╜хмq1621~1650жa╕╣,709.0,жэ,,,1060119,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,21018060,29645,,0.0,0,,RPPNMLMLLHMFFEN78CA
к└└Y╢m,дgжa,╛Ї└Yмq901~930жa╕╣,130.55,,╢mз°░╧,дA║╪л╪┐vе╬жa,1051220,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1184741,9075,,0.0,0,жaдWклй╥ж│┼vдH╗PжaеD╢бдзецйЎ,RPQNMLMLLHMFFEN88CA
н√кL┬э,л╪кл,╣№д╞┐дн√кLел▓ўе·╕Ї736л╤31~60╕╣,0.0,,,,1060208,дgжa0л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1051115,318.22,5,3,6,ж│,╡L,10000000,31425,,0.0,0,1.дг░╩▓гж@е|дсбAм∙йwиCдс╢R╜ц┴`╗∙┤┌м░╖sеx╣Ї2500╕Uд╕╛убC2.е╗о╫м░╗Pл╪░╙жXл╪о╫бA╢╚жиецл╪кл│беўбAе╤дgжaй╥ж│┼vдHй╙┴╩л╪клбAл╪кл╗∙┤┌иCдс╖sеx╣Ї1000╕Uд╕╛убC,RPVNMLRKMHMFFDN17CA
н√кL┬э,л╪кл,╣№д╞┐дн√кLел▓ўе·╕Ї736л╤31~60╕╣,0.0,,,,1060208,дgжa0л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1051115,316.62,5,3,6,ж│,╡L,10000000,31584,,0.0,0,1.дг░╩▓гж@е|дсбAм∙йwиCдс╢R╜ц┴`╗∙┤┌м░╖sеx╣Ї2500╕Uд╕╛убC2.е╗о╫м░╗Pл╪░╙жXл╪о╫бA╢╚жиецл╪кл│беўбAе╤дgжaй╥ж│┼vдHй╙┴╩л╪клбAл╪кл╗∙┤┌иCдс╖sеx╣Ї1000╕Uд╕╛убC,SPVNMLRKMHMFFDN27CA
н√кL┬э,л╪кл,╣№д╞┐дн√кLел▓ўе·╕Ї736л╤31~60╕╣,0.0,,,,1060208,дgжa0л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1051115,316.62,5,3,6,ж│,╡L,10000000,31584,,0.0,0,1.дг░╩▓гж@е|дсбAм∙йwиCдс╢R╜ц┴`╗∙┤┌м░╖sеx╣Ї2500╕Uд╕╛убC2.е╗о╫м░╗Pл╪░╙жXл╪о╫бA╢╚жиецл╪кл│беўбAе╤дgжaй╥ж│┼vдHй╙┴╩л╪клбAл╪кл╗∙┤┌иCдс╖sеx╣Ї1000╕Uд╕╛убC,TPVNMLRKMHMFFDN37CA
н√кL┬э,л╪кл,╣№д╞┐дн√кLел▓ўе·╕Ї736л╤31~60╕╣,0.0,,,,1060208,дgжa0л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1051115,320.64,5,3,6,ж│,╡L,10000000,31188,,0.0,0,1.дг░╩▓гж@е|дсбAм∙йwиCдс╢R╜ц┴`╗∙┤┌м░╖sеx╣Ї2500╕Uд╕╛убC2.е╗о╫м░╗Pл╪░╙жXл╪о╫бA╢╚жиецл╪кл│беўбAе╤дgжaй╥ж│┼vдHй╙┴╩л╪клбAл╪кл╗∙┤┌иCдс╖sеx╣Ї1000╕Uд╕╛убC,UPVNMLRKMHMFFDN47CA
дjз°╢m,дgжa,╖s┐│мq1141~1170жa╕╣,3815.5,,пSйw╣A╖~░╧,╣Aкке╬жa,1060301,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,18600000,4875,,0.0,0,нь╢R╜ц┴`╗∙1860╕Uд╕жй░г14╕Uд╕лсбAй╙╢RдH╢╖╡L└v├╪╗P7йW(23.15ендшд╜д╪)дgжa╡╣┐ре¤е═бC,RPVNMLTKMHMFFDN37CA
иqдЇ╢m,дgжa,иqдЇмq661~690жa╕╣,1279.0,╣A,,,1060218,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6500000,5082,,0.0,0,,RPVNMLRLLHMFFAN86CA
кс╛┬╢m,й╨жa(дgжa+л╪кл),╣№д╞┐дкс╛┬╢mдде_╡є61~90╕╣,66.87,жэ,,,1060208,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050120,143.74,3,2,2,ж│,╡L,8460000,58856,,0.0,0,,RPVOMLSLLHMFFAN07CA
╣№д╞ел,й╨жa(дgжa+л╪кл)+иожь,╣№д╞┐д╣№д╞елй╡ен╕Ї221л╤28з╦1~30╕╣,27.02,жэ,,,1060228,дgжa1л╪кл1иожь1,дT╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0820513,139.93,3,2,2,ж│,ж│,4700000,33588,йY╣Dенн▒,0.0,0,,RPOOMLMLLHMFFAN38CA
╣№д╞ел,й╨жa(дgжa+л╪кл),╣№д╞┐д╣№д╞елкў░и╕ЇдGмq511~540╕╣,20.37,жэ,,,1060219,дgжa2л╪кл1иожь0,дн╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0850912,165.73,4,2,2,ж│,ж│,6000000,36203,,0.0,0,,RPSOMLOLLHMFFAN98CA
╣№д╞ел,иожь,╣№д╞┐д╣№д╞елдд┐│╕Ї91~120╕╣,0.0,,,,1060216,дgжa0л╪кл0иожь2,жaдU╝h,дQ╝h,ифеL,░▒иок┼╢б,┐√╡м▓V╛одg│y,0790104,25.98,0,0,0,ж│,╡L,900000,,йY╣Dенн▒,25.96,900000,д╥йdиожь╢R╜ц,RPPNMLNLLHMFFAN48CA
иqдЇ╢m,дgжa,жX┐│мq601~630жa╕╣,203.8,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060308,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1972800,9680,,0.0,0,,RPPNMLLLLHMFFAN28CA
╣№д╞ел,дgжa,д√╕YдlмqдU·ндpмq121~150жa╕╣,407.0,жэ,,,1060115,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,37181485,91355,,0.0,0,,RPRNMLMLLHMFFAN58CA
╣№д╞ел,дgжa,д√╕YдlмqдU·ндpмq121~150жa╕╣,407.0,жэ,,,1060115,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,37181485,91355,,0.0,0,,RPSNMLMLLHMFFAN68CA
╣№д╞ел,й╨жa(дgжa+л╪кл)+иожь,╣№д╞┐д╣№д╞елоїйMдд╡є61~90╕╣,23.93,жэ,,,1060215,дgжa2л╪кл1иожь1,д@╝h,дQе|╝h,й▒н▒(й▒╛Q),░╙╖~е╬,┐√╡м▓V╛одg│y,0891020,144.34,0,1,1,ж│,ж│,6880000,51999,йY╣Dенн▒,31.26,1000000,,RPUNMLRJMHMFFAN66CA
йMм№┬э,дgжa,й╛з╡мq841~870жa╕╣,700.0,,,,1051223,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4018000,5740,,0.0,0,,RPQNMLLLLHMFFBN48CA
ж∙┤ф╢m,дgжa,ж∙жPмq451~480жa╕╣,77.43,жэ,,,1060220,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3980000,51401,,0.0,0,,RPQNMLMLLHMFFBN58CA
╣№д╞ел,иожь,╣№д╞┐д╣№д╞елкў░и╕Їд@мq521л╤1~30╕╣,0.0,,,,1060217,дgжa0л╪кл0иожь1,,,ифеL,,,,19.71,0,0,0,ж│,ж│,670000,,йY╣Dенн▒,19.71,670000,│ц┐WиожьецйЎбC,RPSNMLLKMHMFFAN58CA
│└┤ф┬э,дgжa,кFк@мq1681~1710жa╕╣,309.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1060308,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7000000,22654,,0.0,0,╢Rдшнt╛сдgжa╝Wн╚╡|бG╖sеx╣Ї556739д╕,RPPNMLLLLHMFFCN48CA
│└┤ф┬э,й╨жa(дgжa+л╪кл),╣№д╞┐д│└┤ф┬экF╢й╕Ї38л╤1~30╕╣,99.76,жэ,,,1060305,дgжa2л╪кл1иожь0,е■,е|╝h,│zд╤нэ,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0900119,295.5,4,2,3,ж│,╡L,10000000,33841,,0.0,0,,RPQNMLMLLHMFFCN68CA
║╓┐│╢m,дgжa,╖sе═мq1621~1650жa╕╣,77.29,жэ,,,1060307,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1870400,24200,,0.0,0,,RPPNMLNLLHMFFCN68CA
йMм№┬э,дgжa,дj┴°мq2161~2190жa╕╣,1647.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1060302,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,13500000,8197,,0.0,0,,RPSNMLMLLHMFFBN78CA
йMм№┬э,дgжa,╢╢д╤мq811~840жa╕╣,1112.92,,пSйw╣A╖~░╧,╣Aкке╬жa,1060313,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2400000,2156,,0.0,0,┐╦д═╢бдзецйЎ,RPPNMLNLLHMFFBN58CA
║╓┐│╢m,дgжa,╖sе═мq1621~1650жa╕╣,321.53,жэ,,,1060307,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7780800,24199,,0.0,0,,RPQNMLNLLHMFFCN78CA
