¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¤¤®H¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤¤®H¶m©M¿³§ø¤¤µØ¸ô121~150¸¹,56.72,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1051214,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0690813,161.52,4,2,3,¦³,µL,2500000,15478,,0.0,0,,RPTNMLLLLHMFFDQ66CA
¤ô¤W¶m,¤g¦a,¤ô¦è¬q391~420¦a¸¹,330.27,¦í,,,1060206,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,9730000,29461,,0.0,0,,RPWOMLLLLHMFFDQ07CA
·s´ä¶m,¤g¦a,¤¤¤u¬q61~90¦a¸¹,298.0,,¤u·~°Ï,¤BºØ«Ø¿v¥Î¦a,1060304,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2800000,9396,,0.0,0,,RPSNMLRJMHMFFCQ96CA
¤Ó«O¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤Ó«O¥«³Â¼d¨½19¾F³Â¤Ó¸ô24«Ñ1~30¸¹,65.0,¦í,,,1060203,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0700504,106.37,3,2,2,¦³,µL,2460000,23127,,0.0,0,,RPUNMLMLLHMFFDQ86CA
¤¤®H¶m,¤g¦a,ª÷Äõ¬q421~450¦a¸¹,637.25,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060310,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6000000,9415,,0.0,0,,RPRNMLOLLHMFFDQ76CA
¤¤®H¶m,¤g¦a,§d»ñ¼q¬q1591~1620¦a¸¹,87.38,¦í,,,1060304,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,660000,7553,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C·î¹s¦a©Î¦³¦X¨Ö¨Ï¥Î¤§¥æ©ö¡C,RPPNMLPLLHMFFDQ66CA
¤¤®H¶m,¤g¦a,§d»ñ¼q¬q1591~1620¦a¸¹,41.4,¦í,,,1060304,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,313000,7560,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C·î¹s¦a©Î¦³¦X¨Ö¨Ï¥Î¤§¥æ©ö¡C,RPQNMLPLLHMFFDQ76CA
¤ô¤W¶m,¤g¦a,·Ë¬w¬q1111~1140¦a¸¹,1222.78,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060217,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1500000,1227,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPSNMLRLLHMFFDQ17CA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m¤ô¤W§øµØªLµó30«Ñ1~30¸¹,120.41,¦í,,,1060306,¤g¦a7«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051014,155.74,3,2,3,¦³,µL,6300000,40452,,0.0,0,,RPTNMLKKMHMFFDQ56CA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m¤ô¤W§øµØªLµó30«Ñ1~30¸¹,124.76,¦í,,,1060301,¤g¦a5«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051014,183.92,4,2,4,¦³,µL,6950000,37788,,0.0,0,,RPUNMLKKMHMFFDQ66CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m¥_¤æ§ø¥ú©úµó601~630¸¹,62.7,¦í,,,1060220,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820510,126.95,4,2,2,¦³,µL,2950000,23237,,0.0,0,,RPQNMLSJMHMFFCQ86CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶mºÖ¼Ö§ø«Ø°ê¸ô¤T¬q124«Ñ6§Ë1~30¸¹,58.94,¦í,,,1060219,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0660901,91.2,3,2,3,¦³,µL,4100000,44956,,0.0,0,,RPRNMLSJMHMFFCQ96CA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m¬h·s§ø7¾F¬h¤lªL1201~1230¸¹,68.27,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060314,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0680517,83.48,3,2,2,¦³,µL,1550000,18567,,0.0,0,,RPPNMLMLLHMFFDQ98CA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m¼e¤h§ø22¾F±T¤lÀY1~30¸¹,76.71,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060116,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0690126,123.96,4,2,2,¦³,µL,2000000,16134,,0.0,0,,RPQNMLMLLHMFFDQ09CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m?ºÖ§ø11¾F?ºÖ61~90¸¹,10.72,¦í,,,1060315,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤­¼h,®M©Ð(1©Ð1ÆU1½Ã),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0960623,28.18,1,1,1,¦³,¦³,880000,31228,,0.0,0,,RPQNMLLKMHMFFCQ88CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶màT¦¬§ø¦Ë³ò«á1~30¸¹,886.0,¹A,,,1060119,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡AÃM¼Ó,¤@¼h,¨ä¥L,¦í®a¥Î,¿j³y,0570211,130.5,6,4,1,¦³,µL,3800000,29119,,0.0,0,Åv§Q¤H¬°2¤H¡C,RPVNMLOKMHMFFCQ07CA
¥Á¶¯¶m,¤g¦a,¤j±T¬q2221~2250¦a¸¹,13.71,¨ä¥L,,,1060202,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,71292,5200,,0.0,0,¨óÄ³»ùÁÊ,RPTNMLOLLHMFFCQ86CA
¤»¸}¶m,¤g¦a,´ä§À¼d¬qÂ×¬ü¤p¬q421~450¦a¸¹,133.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060210,¤g¦a12«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2300000,17293,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPQNMLMLLHMFFBQ88CA
¦µ¤l¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¦µ¤l¥«®ü³q¸ô31~60¸¹,71.0,°Ó,,,1060210,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h,¤G¼h,©±­±(©±¾Q),¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0841120,88.28,4,2,3,¦³,µL,17000000,192569,,0.0,0,,RPWNMLNLLHMFFBQ96CA
ªF¥Û¶m,¤g¦a,·s´x¼æ¬q391~420¦a¸¹,2332.36,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060309,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1166180,500,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPXNMLNLLHMFFBQ07CA
¦µ¤l¥«,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¦µ¤l¥«¦µ¤l¤­¸ô1~30¸¹,10.97,¦í,,,1060303,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¥|¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0920214,25.66,1,1,1,¦³,µL,630000,24552,,0.0,0,,RPQNMLKMLHMFFBQ78CA
¤Ó«O¥«,¤g¦a,·s°ñ¬q·s°ñ¤p¬q1141~1170¦a¸¹,3728.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060213,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8201600,2200,,0.0,0,,RPPNMLOLLHMFFDQ66DA
¤¤®H¶m,¤g¦a,¤T¼h±T¬q151~180¦a¸¹,8416.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1060307,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2000000,238,,0.0,0,,RPRNMLLLLHMFFDQ56DA
¦Ë±T¶m,¤g¦a,½v­í¼d¬q211~240¦a¸¹,1005.25,,´ËªL°Ï,¹Aªª¥Î¦a,1060302,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,165000,164,,0.0,0,,RPQNMLNLLHMFFEQ66CA
¤ô¤W¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤ô¤W¶m©¾©M§ø¥Û¥J¬û1~30¸¹,88.02,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1060131,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤@¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0700605,62.34,3,2,1,¦³,µL,1580000,25345,,0.0,0,,RPXNMLSKMHMFFDQ77CA
¤¤®H¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤¤®H¶m¤¤®H§ø6¾F¤¤®H20«Ñ61~90¸¹,86.92,¦í,,,1060217,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0700225,110.53,3,2,2,¦³,µL,2350000,21261,,0.0,0,,RPQNMLSJMHMFFDQ96CA
¤»¸}¶m,¤g¦a,ÆW«n¬q181~210¦a¸¹,287.59,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060308,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1479000,5143,,0.0,0,,RPRNMLMLLHMFFBQ09DA
·s´ä¶m,¤g¦a,ªOÀY¬q541~570¦a¸¹,178.76,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060306,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,700000,3916,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLKLMHMFFCQ56EA
¥Á¶¯¶m,¤g¦a,¥Á¥_¬q451~480¦a¸¹,4171.66,¨ä¥L,,,1051231,¤g¦a46«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,76230689,18273,,0.0,0,¨óÄ³»ùÁÊ,RPQNMLTLLHMFFCQ27EA
·s´ä¶m,¤g¦a,¤¤¬v¤l¬q991~1020¦a¸¹,3620.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060301,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,13140000,3630,,0.0,0,,RPRNMLNKMHMFFCQ76EA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶mºÖ¼Ö§ø°ñ¨¤31~60¸¹,78.94,¦í,,,1060222,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡A«Î³»¬ð¥Xª«,¤T¼h,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0870330,145.13,3,1,2,¦³,µL,5850000,40309,,0.0,0,,RPSNMLNLLHMFFCQ86EA
µf¸ô¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤µf¸ô¶m¤U§|§ø¤U§|31~60¸¹,125.33,¦í,,,1060214,¤g¦a4«Øª«2¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840203,195.65,5,3,3,¦³,¦³,3880000,19831,,0.0,0,,RPXNMLSLLHMFFEQ97DA
¸q¦Ë¶m,¤g¦a,°ñ¤lÀY¬q°ñ«e¤p¬q331~360¦a¸¹,510.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060301,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,265200,520,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPTNMLNLLHMFFBQ76DA
¦Ë±T¶m,¤g¦a,µµ¶³¬q61~90¦a¸¹,2758.56,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1060307,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1000000,363,,0.0,0,,RPRNMLNLLHMFFEQ76CA
¥Á¶¯¶m,¤g¦a,µ×®H¬qªÀ·¾¤p¬q541~570¦a¸¹,55.46,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060220,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,70000,1262,,0.0,0,,RPTNMLNKMHMFFCQ86DA
¤jªLÂí,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤jªLÂí¤¤¿³¸ô¤G¬q811~840¸¹,70.0,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1051201,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡A¹q±è¼Ó±è¶¡¡A§¨¼h,¤T¼h,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0840217,178.39,4,2,3,¦³,µL,4200000,23544,,0.0,0,,RPQNMLOLLHMFFCQ66DA
¤ô¤W¶m,¤g¦a,¤ô¦è¬q1051~1080¦a¸¹,112.09,¦í,,,1060220,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2930800,26147,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPPNMLNLLHMFFDQ56DA
¤¤®H¶m,¤g¦a,³»®H¬q241~270¦a¸¹,3792.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,1060220,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4000000,1055,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPQNMLNLLHMFFDQ66DA
ªF¥Û¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤ªF¥Û¶m¶ó´ä151~180¸¹,343.54,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060313,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0880609,236.47,3,1,2,¦³,µL,3739200,15813,,0.0,0,,RPRNMLNLLHMFFBQ09CA
¤»¸}¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¤»¸}¶m»[ÀY¿}¼t91~120¸¹,199.4,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060222,¤g¦a8«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0690418,105.68,3,2,2,¦³,µL,3000000,28388,,0.0,0,,RPSNMLNLLHMFFBQ56CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m¿³«n§øÀY¾ô721~750¸¹,36.48,¦í,,,1060306,¤g¦a2«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0811130,118.33000000000001,3,2,2,¦³,µL,950000,8028,,0.0,0,,RPPNMLPLLHMFFCQ56CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,¹Å¸q¿¤¥Á¶¯¶m¥_¤æ§ø·s¥¿¤­µó121~150¸¹,59.04,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060313,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤­¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0910725,102.88,3,2,2,¦³,¦³,2420000,23523,¤@¼Ó¥­­±,0.0,0,,RPPNMLOLLHMFFCQ09CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m¤T¿³§ø¤T¿³¤Gµó1~30¸¹,122.88,¦í,,,1060226,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1050616,243.29,4,2,5,¦³,µL,9300000,38226,,0.0,0,,RPPNMLNKMHMFFCQ98CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m¤T¿³§ø¤T¿³¤Gµó1~30¸¹,123.29,¦í,,,1060304,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1050616,243.29,3,2,5,¦³,µL,9200000,37815,,0.0,0,,RPQNMLNKMHMFFCQ09CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m¥_¤æ§ø24¾F¥ú©úµó631~660¸¹,82.82,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0940831,152.26,4,3,4,¦³,µL,5460000,35860,,0.0,0,,RPVOMLNKMHMFFCQ07CA
¤Ó«O¥«,¤g¦a,±öªá¬q1~30¦a¸¹,1118.19,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060307,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2000000,1789,,0.0,0,,RPSNMLMLLHMFFDQ66CA
¤jªLÂí,¤g¦a,¤U°ñÀY¬q¤U°ñÀY¤p¬q211~240¦a¸¹,1601.0,¹A,,,1060223,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7748800,4840,,0.0,0,,RPTNMLOKMHMFFCQ86CA
³À¯ó¶m,¤g¦a,°¨¸Y«á¬qÂ×¸Y¤p¬q91~120¦a¸¹,35868.0,,¤u·~°Ï,¤BºØ«Ø¿v¥Î¦a,1060306,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,352086386,9816,,0.0,0,¦V¬F©²¾÷Ãö©ÓÁÊ¤§®×¥ó¡C,RPUOMLLMLHMFFDQ96CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m¥_¤æ§ø¥ú©ú¤@µó391~420¸¹,87.0,¦í,,,1060313,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051031,196.31,4,2,4,¦³,µL,7000000,35658,,0.0,0,,RPROMLOKMHMFFCQ76CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m¥_¤æ§ø¥ú©ú¤@µó391~420¸¹,87.0,¦í,,,1060313,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051031,196.31,5,2,4,¦³,µL,6660000,33926,,0.0,0,,RPSOMLOKMHMFFCQ86CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m¥_¤æ§ø¥ú©ú¤@µó361~390¸¹,87.0,¦í,,,1060313,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051031,196.31,5,2,4,¦³,µL,6660000,33926,,0.0,0,,RPTOMLOKMHMFFCQ96CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶mºÖ¼Ö§ø°ñ¨¤451~480¸¹,74.86,¦í,,,1060225,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤@¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0660815,55.59,3,2,1,¦³,µL,1397000,25130,,0.0,0,,RPTNMLSJMHMFFCQ17CA
·Ë¤f¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤·Ë¤f¶mÅ|·Ë§ø3¾F¤U­ûªL1~30¸¹,87.51,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1060302,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830208,149.5,5,1,3,¦³,µL,2550000,17057,,0.0,0,,RPRNMLKKMHMFFCQ88CA
·s´ä¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤·s´ä¶m¥j¥Á§ø¥j¥Á121~150¸¹,105.0,¦í,,,1060315,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031002,172.82,5,2,3,¦³,µL,6600000,38190,,0.0,0,,RPOOMLKMLHMFFCQ78CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m¼d³»§ø1¾F³»¼d¸ô61~90¸¹,3374.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060310,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,¤@¼h,¨ä¥L,¨£¨ä¥Lµn°O¨Æ¶µ,¿û³y,0850131,1082.69,1,1,1,¦³,µL,15000000,13854,,0.0,0,,RPQOMLKMLHMFFCQ98CA
¥Á¶¯¶m,¤g¦a,¥Á«n¬q871~900¦a¸¹,30.25,¹A,,,1060224,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,250000,8264,,0.0,0,·î¹s¦a©Î¦³¦X¨Ö¨Ï¥Î¤§¥æ©ö¡C,RPTNMLNLLHMFFCQ76CA
·Ë¤f¶m,¤g¦a,®ãªLŽñ¬q61~90¦a¸¹,172.2,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060303,¤g¦a8«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,500000,2904,,0.0,0,¥]§t¦a¤W¥¼«O¦s«ù¤À«Øª«,RPPNMLRLLHMFFCQ76CA
·Ë¤f¶m,¤g¦a,±[§À¬q¬üªF¤p¬q271~300¦a¸¹,2679.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060218,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3643440,1360,,0.0,0,,RPQNMLRLLHMFFCQ86CA
¥Á¶¯¶m,©Ð¦a(¤g¦a+«Øª«),¹Å¸q¿¤¥Á¶¯¶m¤å¶©§ø13¾F«Ø°ê¸ô¤G¬q151~180¸¹,77.9,¦í,,,1060224,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,0691027,169.65,5,2,4,¦³,µL,3100000,18273,,0.0,0,1.¤½¤½»P·@°ü¶¡¶R½æ®×¥ó¡C,RPRNMLRLLHMFFCQ96CA
¥Á¶¯¶m,¤g¦a,µ×®H¬qµ×®H¤p¬q751~780¦a¸¹,4017.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060203,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,8435700,2100,,0.0,0,1.§t¦a¤W¥¼«O¦s§K½sªùµP½ÞªÙ¡C,RPSNMLRLLHMFFCQ07CA
¦µ¤l¥«,¤g¦a,¤û¬DÆW¬qªQ±ö¤p¬q1831~1860¦a¸¹,58.0,,¯S©w¹A·~°Ï,¥æ³q¥Î¦a,1060315,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,75400,1300,,0.0,0,,RPQNMLQLLHMFFBQ66CA
