¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
¤K¨½°Ï,¤g¦a,¤p¤K¨½Ê¬¬q¤Q¤T¦æ¤p¬q1~30¦a¸¹,2.9,¨ä¥L,,,1060215,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,31116,10730,,0.0,0,¬F©²¾÷Ãö¤uµ{¥Î¦a¨óÄ³»ùÁÊ,RPOOMLQJMHMFFEF28CA
¤K¨½°Ï,¤g¦a,¤p¤K¨½Ê¬¬q¤Q¤T¦æ¤p¬q1~30¦a¸¹,17.2,¨ä¥L,,,1060215,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,184728,10740,,0.0,0,¬F©²¾÷Ãö¤uµ{¥Î¦a¨óÄ³»ùÁÊ,RPPOMLQJMHMFFEF38CA
¤K¨½°Ï,¤g¦a,¤p¤K¨½Ê¬¬q¤Q¤T¦æ¤p¬q1~30¦a¸¹,3.48,¨ä¥L,,,1060215,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,37340,10730,,0.0,0,¬F©²¾÷Ãö¤uµ{¥Î¦a¨óÄ³»ùÁÊ,RPQOMLQJMHMFFEF48CA
¤K¨½°Ï,¤g¦a,¤p¤K¨½Ê¬¬q¤Q¤T¦æ¤p¬q1~30¦a¸¹,3.48,¨ä¥L,,,1060215,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,37340,10730,,0.0,0,¬F©²¾÷Ãö¤uµ{¥Î¦a¨óÄ³»ùÁÊ,RPROMLQJMHMFFEF58CA
¤TªÛ°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤TªÛ°Ï¤¤¥¿¸ô¤G¬q1~30¸¹,13.14,¦í,,,1060312,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840816,95.17,3,2,2,¦³,µL,2500000,26269,,0.0,0,,RPVRMLTLLHMFFEF07CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«²H¤ô°Ï·s¬Kµó85«Ñ31~60¸¹,12.83,¦í,,,1060207,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850912,85.96000000000001,3,2,2,¦³,¦³,4300000,50023,©Y¹D¾÷±ñ,25.35,0,,RPWRMLTLLHMFFEF17CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«²H¤ô°Ï·s¥Áµó19«Ñ31~60¸¹,5.59,¦í,,,1060228,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0891027,30.84,1,1,1,¦³,¦³,2400000,77821,,0.0,0,,RPWPMLKMLHMFFEF78CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«²H¤ô°Ï¤¤¥¿ªF¸ô¤G¬q121~150¸¹,13.45,¦í,,,1060121,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0900302,106.66,3,1,1,¦³,¦³,11000000,103131,©Y¹D¾÷±ñ,27.42,0,,RPQTMLKMLHMFFEF58CA
¤K¨½°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤K¨½°ÏÀs¦Ì¸ô¤G¬q1~30¸¹,5.5,¦í,,,1060226,¤g¦a1«Øª«1¨®¦ì0,¤E¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0970411,65.2,2,1,1,¦³,¦³,4500000,69018,,0.0,0,,RPROMLRLLHMFFEF78CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«²H¤ô°Ï¤¯·Rµó20«Ñ1~30¸¹,22.74,¦í,,,1060216,¤g¦a1«Øª«1¨®¦ì0,¤­¼h¡A¶§¥x,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0681212,93.53,3,2,2,¦³,µL,6800000,72704,,0.0,0,,RPQNMLOLLHMFFEF28CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«²H¤ô°Ï·s¥«¤@¸ô¤@¬q91~120¸¹,24.5,¦í,,,1051205,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤G¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1051020,182.48,4,1,2,¦³,µL,10700000,58637,©Y¹D¥­­±,29.2,0,,RPSNMLOLLHMFFEF48CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«²H¤ô°Ï²Hª÷¸ô¤T¬q308«Ñ1~30¸¹,20.0,,¤s©Y¦a«O¨|°Ï,¤þºØ«Ø¿v¥Î¦a,1060309,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0701013,92.0,3,2,1,¦³,µL,850000,9239,,0.0,0,,RPUPMLTLLHMFFEF76CA
¦Á¤î°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¦Á¤î°Ï«n¿³¸ô31~60¸¹,115.13,¤u,,,1040619,¤g¦a1«Øª«1¨®¦ì5,¤Q¤@¼h,¤Q¤@¼h,¼t¿ì,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1051208,759.21,0,0,0,µL,¦³,72520000,105520,©Y¹D¥­­±,153.45,8600000,,RPPNMLRLMHMFFDF48CA
¦Á¤î°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¦Á¤î°Ï«n¿³¸ô31~60¸¹,102.49,¤u,,,1040619,¤g¦a1«Øª«1¨®¦ì5,¤Q¤@¼h,¤Q¤@¼h,¼t¿ì,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1051208,692.25,0,0,0,µL,µL,65450000,105512,©Y¹D¥­­±,153.45,8600000,,SPPNMLRLMHMFFDF58CA
¦Á¤î°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¦Á¤î°Ï«n¿³¸ô31~60¸¹,102.54,¤u,,,1040619,¤g¦a1«Øª«1¨®¦ì6,¤Q¤@¼h,¤Q¤@¼h,¼t¿ì,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1051208,722.94,0,0,0,µL,¦³,67050000,105512,©Y¹D¥­­±,184.14,10200000,,TPPNMLRLMHMFFDF68CA
¦Á¤î°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«¦Á¤î°Ï«n¿³¸ô31~60¸¹,115.13,¤u,,,1040619,¤g¦a1«Øª«1¨®¦ì5,¤Q¤@¼h,¤Q¤@¼h,¼t¿ì,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1051208,766.4300000000001,0,0,0,µL,¦³,73280000,105517,©Y¹D¥­­±,153.45,8600000,,UPPNMLRLMHMFFDF78CA
¦Á¤î°Ï,¤g¦a,±d»¢§|¬q481~510¦a¸¹,8.8,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1060125,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,22000,2500,,0.0,0,,RPTNMLRKMHMFFDF78CA
¦Á¤î°Ï,¤g¦a,¤ô·½¬q151~180¦a¸¹,2243.06,¨ä¥L,,,1060125,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,17000000,7579,,0.0,0,,RPRNMLRKMHMFFDF58CA
¸U¨½°Ï,¤g¦a,¤U¸U¨½¥[§ë¬qÁD·Ë¤l¤p¬q121~150¦a¸¹,832.33,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1060303,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,608739,731,,0.0,0,1.¿Ë¤ÍÃö«Y¤H¶¡¤§¥æ©ö¡C,RPTQMLKKMHMFFDF38CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«²H¤ô°Ï¤j©¾µó61~90¸¹,5.93,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0790828,33.49,1,0,1,¦³,¦³,1500000,44789,,0.0,0,,RPPNMLMLLHMFFEF97CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«²H¤ô°ÏÀØ®ü¸ô¤G¬q202«Ñ65§Ë31~60¸¹,13.09,¦í,,,1060303,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1051021,118.25999999999999,2,1,1,¦³,¦³,5550000,53556,©Y¹D¥­­±,35.17,1100000,,RPWOMLMLLHMFFEF78CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«²H¤ô°ÏÀØ®ü¸ô¤G¬q202«Ñ65§Ë31~60¸¹,13.09,¦í,,,1060303,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1051021,118.25999999999999,2,1,1,¦³,¦³,5630000,54519,©Y¹D¥­­±,35.17,1100000,,RPXOMLMLLHMFFEF88CA
¤K¨½°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤K¨½°ÏÀs¦Ì¸ô¤G¬q31~60¸¹,9.71,¦í,,,1060205,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤G¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021111,97.28999999999999,2,2,1,¦³,¦³,6500000,66811,,0.0,0,,RPWQMLNLLHMFFEF09CA
²H¤ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«²H¤ô°Ï·s¥«¤G¸ô¤G¬q121~150¸¹,25.7,¦í,,,1060304,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1050401,180.34,3,2,2,¦³,¦³,8950000,49628,©Y¹D¥­­±,30.04,0,,RPSRMLLLLHMFFEF58CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°Ï©÷¥­µó71«Ñ1~30¸¹,13.42,¦í,,,1060228,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,¤Q¤»¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840713,112.27,3,2,2,¦³,¦³,9000000,80164,,0.0,0,,RPRRMLLMLHMFFBF28CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s²ø°Ï¤¤¥¿¸ô691~720¸¹,13.94,¦í,,,1060206,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1031020,130.67,3,2,2,¦³,¦³,13000000,99487,,0.0,0,,RPORMLRJMHMFFBF38CA
¤­ªÑ°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤­ªÑ°Ï¦¨®õ¸ô¤@¬q1~30¸¹,8.72,¦í,,,1051230,¤g¦a1«Øª«1¨®¦ì0,¤Q¤G¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0931118,75.86,2,1,1,¦³,¦³,6000000,79093,,0.0,0,"¥»®×¥ó¬°¤G¿Ëµ¥¶¡¶R½æ,¹ê»Ú¥æ¥I»ùª÷¬°450¸U¤¸¾ã,§K°£ÃB150¸U¤¸¾ã¡C",RPQOMLKKMHMFFBF67CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªL¤f°Ï¤½¶é¸ô1~30¸¹,43.94,¦í,,,1060217,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840126,91.10000000000001,4,2,2,¦³,µL,7000000,76839,,0.0,0,,RPTNMLQLLHMFFBF48CA
ªL¤f°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªL¤f°Ï¤¤¤s¸ô661~690¸¹,12.52,°Ó,,,1060306,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,¤Q¤E¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1051018,133.53,2,1,2,¦³,¦³,11870000,95628,©Y¹D¥­­±,27.18,1700000,,RPXQMLSLLHMFFBF76CA
·s²ø°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s²ø°ÏºaµØ¸ô¤@¬q1~30¸¹,33.13,¦í,,,1051230,¤g¦a1«Øª«1¨®¦ì2,¤@¼h¡A¨£¨ä¥Lµn°O¨Æ¶µ,¤Q¥|¼h,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021106,309.74,0,0,0,µL,¦³,91030000,453994,©Y¹D¥­­±,116.94,3500000,,RPOPMLSKMHMFFBF38CA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s©±°Ï¥ÝÂ×¤G¸ô1~30¸¹,176.92,¦í,,,1060214,¤g¦a2«Øª«1¨®¦ì1,¤G¼h¡A§¨¼h,¤G¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850203,146.92000000000002,5,3,3,¦³,¦³,15680000,106725,©Y¹D¥­­±,30.67,0,,RPSNMLKMLHMFFCF97CA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«·s©±°Ï¤G¤Q±i¸ô25«Ñ18§Ë1~30¸¹,33.99,¦í,,,1060219,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤­¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0690108,102.86,5,3,2,¦³,µL,12600000,122497,,0.0,0,§t¼W«Øª«¡C,RPVNMLOLLHMFFCF58CA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s©±°Ï¥ú©úµó224«Ñ1~30¸¹,20.6,¦í,,,1060302,¤g¦a2«Øª«1¨®¦ì1,¤Q¤­¼h,¤G¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1050531,217.31,3,2,2,¦³,¦³,33580000,154526,©Y¹D¥­­±,34.59,0,,RPRNMLOLLHMFFCF18CA
²`§|°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«²`§|°ÏºÖ­µ¤s²ø13«Ñ1~30¸¹,152.0,,¤s©Y¦a«O¨|°Ï,¤þºØ«Ø¿v¥Î¦a,1060125,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0730906,137.4,4,3,2,¦³,µL,8500000,61863,,0.0,0,,RPSNMLRLLHMFFCF58CA
·s©±°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«·s©±°Ï¤¤¿³¸ô¤G¬q31~60¸¹,9.55,¦í,,,1060210,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1050912,113.84,2,2,1,¦³,¦³,15880000,139494,©Y¹D¾÷±ñ,11.51,0,,RPTOMLMLLHMFFCF28CA
·s©±°Ï,¤g¦a,Ä_¾ô¬q571~600¦a¸¹,35.85,¨ä¥L,,,1060310,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3773126,105248,,0.0,0,¤g¦a¼W­Èµ|¢C378228¤¸¥Ñ¶R¤è­t¾á,RPOOMLMLLHMFFCF77CA
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªO¾ô°Ï¤å¤Æ¸ô¤@¬q285«Ñ31~60¸¹,33.75,¦í,,,1051201,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0631030,109.58,3,2,2,¦³,µL,12120000,110604,,0.0,0,,RPQOMLSLLHMFFAF38CA
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªO¾ô°Ï¤j«iµó3«Ñ1~30¸¹,28.5,¦í,,,1060101,¤g¦a4«Øª«1¨®¦ì0,¤G¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0671212,82.3,4,1,1,¦³,µL,7800000,94775,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPOPMLNLLHMFFAF77CA
ªO¾ô°Ï,¤g¦a,¥ú¤¯¬q361~390¦a¸¹,28.0,¦í,,,1060301,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3810000,136071,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRPMLNLLHMFFAF08CA
¤g«°°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤g«°°Ï¾Ç©²¸ô¤@¬q126«Ñ1~30¸¹,21.22,¦í,,,1060201,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840524,111.86000000000001,3,2,2,¦³,¦³,12950000,115770,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPXPMLNLLHMFFAF68CA
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªO¾ô°Ïº~¥ÍªF¸ô1~30¸¹,21.11,¦í,,,1060301,¤g¦a2«Øª«2¨®¦ì0,¤@¼h¡AÃM¼Ó,¤C¼h,©±­±(©±¾Q),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,,82.2,0,0,0,µL,µL,22800000,277372,,0.0,0,,RPUPMLNLLHMFFAF38CA
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªO¾ô°Ï«n¶®¦è¸ô¤G¬q168«Ñ1~30¸¹,33.25,¦í,,,1060301,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0641001,93.38,3,2,1,¦³,µL,9000000,96380,,0.0,0,,RPTNMLOLLHMFFAF18CA
¤g«°°Ï,¤g¦a,©ú¼w¬q61~90¦a¸¹,138.9,¦í,,,1060301,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,24790000,178474,,0.0,0,,RPWOMLOLLHMFFAF58CA
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªO¾ô°ÏÀ]«e¦è¸ô271~300¸¹,8.71,¦í,,,1060201,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,¤G¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0921008,98.24000000000001,2,1,2,¦³,¦³,12000000,122150,¤É­°¥­­±,14.05,0,,RPSNMLRLLHMFFAF38CA
ªO¾ô°Ï,¨®¦ì,·s¥_¥«ªO¾ô°Ï«H¸q¸ô151~180¸¹,0.0,,,,1060301,¤g¦a0«Øª«0¨®¦ì2,¦a¤U¤G¼h,¤Q¼h,¨ä¥L,¨£¨Ï¥Î°õ·Ó,¿ûµ¬²V¾®¤g³y,0790904,99.28,0,0,0,¦³,¦³,5500000,,©Y¹D¥­­±,99.28,5500000,,RPWNMLMLLHMFFAF28CA
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªO¾ô°Ï¤å¤Æ¸ô¤@¬q331~360¸¹,2.35,¦í,,,1060201,¤g¦a1«Øª«1¨®¦ì0,¤G¤Q¥|¼h,¥|¤Q¼h,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0990715,47.06,1,1,1,¦³,¦³,9000000,191245,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPWPMLMLLHMFFAF48CA
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªO¾ô°Ï¤jÆ[¸ô¤T¬q181~210¸¹,21.08,¦í,,,1060201,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850727,103.81,3,2,1,¦³,¦³,9900000,95367,,0.0,0,,RPQNMLNLLHMFFAF77CA
¤g«°°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤g«°°Ï¾Ç¦¨¸ô94«Ñ9§Ë1~30¸¹,11.21,¦í,,,1060201,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,¤C¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820715,64.38,2,2,1,¦³,¦³,7000000,108729,,0.0,0,,RPRNMLNLLHMFFAF87CA
¤g«°°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«¤g«°°Ï¼w®pµó1~30¸¹,19.4,¦í,,,1060101,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,¤»¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0811109,97.35000000000001,3,2,1,¦³,¦³,11300000,116076,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPWOMLMLLHMFFAF38CA
¤g«°°Ï,¨®¦ì,·s¥_¥«¤g«°°Ï²M¤ô¸ô91~120¸¹,1.33,°Ó,,,1060301,¤g¦a0«Øª«0¨®¦ì1,,,¨ä¥L,,,,28.75,0,0,0,¦³,µL,1800000,,©Y¹D¥­­±,28.75,1800000,³æ¿W¨®¦ì¥æ©ö¡C¥»®×©|¥¼¦¨¥ßºÞ²z©e­û·|.,RPSNMLMLLHMFFAF87CA
ªO¾ô°Ï,¤g¦a,©¾§µ¬q1231~1260¦a¸¹,133.0,¦í,,,1060301,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,28000000,210526,,0.0,0,1.¶R½æ»ù´Úµ¹¥I¤è¦¡¡A«Y¥HªÑ´Ú©èÃº¬°¤§¡C,RPXPMLLLLHMFFAF48CA
¤g«°°Ï,¤g¦a,­û©M¬q901~930¦a¸¹,3.92,¦í,,,1060301,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,536000,136735,,0.0,0,,RPPQMLLLLHMFFAF77CA
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«),·s¥_¥«ªO¾ô°Ï¥Áªvµó71«Ñ1§Ë1~30¸¹,19.75,¦í,,,1060201,¤g¦a1«Øª«1¨®¦ì0,¤T¼h¡A¶§¥x,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¥[±j¿j³y,,58.11,2,1,1,¦³,µL,6000000,103252,,0.0,0,,RPROMLNKMHMFFAF97CA
ªO¾ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,·s¥_¥«ªO¾ô°Ï¤å¤Æ¸ô¤G¬q91~120¸¹,21.72,¦í,,,1060201,¤g¦a1«Øª«1¨®¦ì2,¤Q¤C¼h,¤G¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿û°©¿ûµ¬²V¾®¤g³y,1040206,290.04999999999995,4,2,2,¦³,¦³,43770000,165782,©Y¹D¥­­±,50.76,4100000,,RPWOMLSKMHMFFAF98CA
